dteday,season,year,month,hr,holiday,weekday,workingday,weather_condition,temp,atemp,humidity,windspeed,casual,registered,total_users,hours_since_last_use,user_category_hour
2011-08-21,3,0,8,22,0,0,0,2,0.7,0.6667,0.79,0.194,37,97,134,11952.0,Low
2011-08-21,3,0,8,23,0,0,0,1,0.7,0.6667,0.74,0.1642,20,48,68,11952.0,Low
2011-08-22,3,0,8,0,0,1,1,1,0.68,0.6364,0.79,0.1642,18,22,40,11928.0,Low
2011-08-22,3,0,8,1,0,1,1,1,0.68,0.6364,0.79,0.0896,8,13,21,11928.0,Low
2011-08-22,3,0,8,2,0,1,1,2,0.7,0.6515,0.65,0.1045,2,6,8,11928.0,Low
2011-08-22,3,0,8,3,0,1,1,3,0.7,0.6515,0.65,0.1343,0,5,5,11928.0,Low
2011-08-22,3,0,8,4,0,1,1,1,0.68,0.6364,0.65,0.194,2,10,12,11928.0,Low
2011-08-22,3,0,8,5,0,1,1,1,0.66,0.6212,0.65,0.3582,1,23,24,11928.0,Low
2011-08-22,3,0,8,6,0,1,1,1,0.66,0.6212,0.61,0.2985,6,106,112,11928.0,Low
2011-08-22,3,0,8,7,0,1,1,1,0.66,0.6212,0.61,0.3284,11,270,281,11928.0,Low
2011-08-22,3,0,8,8,0,1,1,1,0.66,0.6212,0.61,0.3284,20,331,351,11928.0,Low
2011-08-22,3,0,8,9,0,1,1,1,0.68,0.6364,0.54,0.2537,36,151,187,11928.0,Low
2011-08-22,3,0,8,10,0,1,1,1,0.7,0.6515,0.48,0.2836,36,85,121,11928.0,Low
2011-08-22,3,0,8,11,0,1,1,1,0.72,0.6515,0.34,0.3284,46,85,131,11928.0,Low
2011-08-22,3,0,8,12,0,1,1,1,0.74,0.6515,0.35,0.3881,54,153,207,11928.0,Low
2011-08-22,3,0,8,13,0,1,1,1,0.74,0.6515,0.3,0.4627,47,158,205,11928.0,Low
2011-08-22,3,0,8,14,0,1,1,1,0.74,0.6515,0.3,0.3881,88,137,225,11928.0,Low
2011-08-22,3,0,8,15,0,1,1,1,0.74,0.6515,0.3,0.2985,72,127,199,11928.0,Low
2011-08-22,3,0,8,16,0,1,1,1,0.74,0.6515,0.3,0.3881,66,254,320,11928.0,Low
2011-08-22,3,0,8,17,0,1,1,1,0.74,0.6515,0.27,0.3284,82,509,591,11928.0,Medium
2011-08-22,3,0,8,18,0,1,1,1,0.72,0.6515,0.28,0.2985,72,537,609,11928.0,Medium
2011-08-22,3,0,8,19,0,1,1,1,0.7,0.6364,0.3,0.2836,66,350,416,11928.0,Low
2011-08-22,3,0,8,20,0,1,1,1,0.66,0.6212,0.34,0.194,21,247,268,11928.0,Low
2011-08-22,3,0,8,21,0,1,1,1,0.64,0.6212,0.38,0.194,28,180,208,11928.0,Low
2011-08-22,3,0,8,22,0,1,1,1,0.64,0.6212,0.38,0.2985,32,121,153,11928.0,Low
2011-08-22,3,0,8,23,0,1,1,1,0.62,0.6212,0.41,0.2537,19,45,64,11928.0,Low
2011-08-23,3,0,8,0,0,2,1,1,0.6,0.6212,0.43,0.194,13,22,35,11904.0,Low
2011-08-23,3,0,8,1,0,2,1,1,0.58,0.5455,0.49,0.194,6,13,19,11904.0,Low
2011-08-23,3,0,8,2,0,2,1,1,0.56,0.5303,0.52,0.194,2,4,6,11904.0,Low
2011-08-23,3,0,8,3,0,2,1,1,0.56,0.5303,0.52,0.2836,2,4,6,11904.0,Low
2011-08-23,3,0,8,4,0,2,1,1,0.54,0.5152,0.56,0.1642,0,5,5,11904.0,Low
2011-08-23,3,0,8,5,0,2,1,1,0.54,0.5152,0.56,0.194,1,35,36,11904.0,Low
2011-08-23,3,0,8,6,0,2,1,1,0.54,0.5152,0.6,0.194,3,111,114,11904.0,Low
2011-08-23,3,0,8,7,0,2,1,1,0.6,0.6212,0.49,0.194,11,333,344,11904.0,Low
2011-08-23,3,0,8,8,0,2,1,2,0.62,0.6212,0.5,0.0,43,461,504,11904.0,Medium
2011-08-23,3,0,8,9,0,2,1,2,0.66,0.6212,0.44,0.0,34,191,225,11904.0,Low
2011-08-23,3,0,8,10,0,2,1,1,0.7,0.6364,0.37,0.0,56,92,148,11904.0,Low
2011-08-23,3,0,8,11,0,2,1,1,0.7,0.6364,0.34,0.1045,62,124,186,11904.0,Low
2011-08-23,3,0,8,12,0,2,1,1,0.7,0.6364,0.39,0.0896,60,177,237,11904.0,Low
2011-08-23,3,0,8,13,0,2,1,1,0.72,0.6515,0.3,0.1045,70,164,234,11904.0,Low
2011-08-23,3,0,8,14,0,2,1,1,0.72,0.6515,0.3,0.0896,149,502,651,11904.0,Medium
2011-08-23,3,0,8,15,0,2,1,1,0.72,0.6515,0.34,0.2239,178,423,601,11904.0,Medium
2011-08-23,3,0,8,16,0,2,1,1,0.72,0.6515,0.32,0.1343,133,311,444,11904.0,Low
2011-08-23,3,0,8,17,0,2,1,1,0.72,0.6515,0.34,0.2239,133,339,472,11904.0,Low
2011-08-23,3,0,8,18,0,2,1,1,0.72,0.6515,0.34,0.194,98,421,519,11904.0,Medium
2011-08-23,3,0,8,19,0,2,1,1,0.66,0.6212,0.5,0.2239,70,297,367,11904.0,Low
2011-08-23,3,0,8,20,0,2,1,1,0.64,0.6212,0.53,0.2537,54,206,260,11904.0,Low
2011-08-23,3,0,8,21,0,2,1,1,0.62,0.6212,0.57,0.0,38,173,211,11904.0,Low
2011-08-23,3,0,8,22,0,2,1,1,0.62,0.6212,0.57,0.1343,46,145,191,11904.0,Low
2011-08-23,3,0,8,23,0,2,1,1,0.62,0.6061,0.61,0.1343,19,61,80,11904.0,Low
2011-08-24,3,0,8,0,0,3,1,1,0.62,0.6212,0.57,0.1343,9,29,38,11880.0,Low
2011-08-24,3,0,8,1,0,3,1,1,0.6,0.6061,0.6,0.1045,7,17,24,11880.0,Low
2011-08-24,3,0,8,2,0,3,1,1,0.58,0.5455,0.68,0.1343,2,4,6,11880.0,Low
2011-08-24,3,0,8,3,0,3,1,1,0.58,0.5455,0.68,0.1343,0,1,1,11880.0,Low
2011-08-24,3,0,8,4,0,3,1,1,0.56,0.5303,0.73,0.1045,0,7,7,11880.0,Low
2011-08-24,3,0,8,5,0,3,1,1,0.56,0.5303,0.73,0.1045,1,26,27,11880.0,Low
2011-08-24,3,0,8,6,0,3,1,1,0.56,0.5303,0.73,0.0,3,105,108,11880.0,Low
2011-08-24,3,0,8,7,0,3,1,1,0.6,0.6061,0.64,0.0896,11,297,308,11880.0,Low
2011-08-24,3,0,8,8,0,3,1,1,0.62,0.6061,0.69,0.1343,32,436,468,11880.0,Low
2011-08-24,3,0,8,9,0,3,1,1,0.64,0.6061,0.69,0.2537,44,169,213,11880.0,Low
2011-08-24,3,0,8,10,0,3,1,1,0.7,0.6515,0.58,0.2836,51,95,146,11880.0,Low
2011-08-24,3,0,8,11,0,3,1,1,0.72,0.6667,0.54,0.2985,57,128,185,11880.0,Low
2011-08-24,3,0,8,12,0,3,1,1,0.74,0.6818,0.55,0.3284,60,175,235,11880.0,Low
2011-08-24,3,0,8,13,0,3,1,1,0.76,0.6818,0.48,0.4179,56,180,236,11880.0,Low
2011-08-24,3,0,8,14,0,3,1,1,0.76,0.6818,0.48,0.4179,77,127,204,11880.0,Low
2011-08-24,3,0,8,15,0,3,1,1,0.76,0.6818,0.48,0.4478,63,141,204,11880.0,Low
2011-08-24,3,0,8,16,0,3,1,1,0.76,0.697,0.52,0.4179,49,222,271,11880.0,Low
2011-08-24,3,0,8,17,0,3,1,1,0.76,0.697,0.52,0.3582,83,484,567,11880.0,Medium
2011-08-24,3,0,8,18,0,3,1,1,0.74,0.6818,0.55,0.2985,102,519,621,11880.0,Medium
2011-08-24,3,0,8,19,0,3,1,1,0.74,0.6818,0.55,0.2985,93,347,440,11880.0,Low
2011-08-24,3,0,8,20,0,3,1,1,0.72,0.6667,0.58,0.2985,45,289,334,11880.0,Low
2011-08-24,3,0,8,21,0,3,1,1,0.7,0.6515,0.61,0.3582,47,189,236,11880.0,Low
2011-08-24,3,0,8,22,0,3,1,1,0.7,0.6515,0.65,0.3582,41,140,181,11880.0,Low
2011-08-24,3,0,8,23,0,3,1,1,0.68,0.6364,0.69,0.2985,16,54,70,11880.0,Low
2011-08-25,3,0,8,0,0,4,1,1,0.68,0.6364,0.74,0.2985,11,41,52,11856.0,Low
2011-08-25,3,0,8,1,0,4,1,1,0.68,0.6364,0.69,0.3881,4,11,15,11856.0,Low
2011-08-25,3,0,8,2,0,4,1,1,0.68,0.6364,0.69,0.3881,3,2,5,11856.0,Low
2011-08-25,3,0,8,3,0,4,1,1,0.66,0.6212,0.74,0.3284,2,2,4,11856.0,Low
2011-08-25,3,0,8,4,0,4,1,1,0.66,0.6061,0.78,0.3881,1,6,7,11856.0,Low
2011-08-25,3,0,8,5,0,4,1,1,0.66,0.6061,0.83,0.4179,1,25,26,11856.0,Low
2011-08-25,3,0,8,6,0,4,1,1,0.66,0.6061,0.83,0.3284,1,101,102,11856.0,Low
2011-08-25,3,0,8,7,0,4,1,2,0.68,0.6364,0.79,0.3284,17,296,313,11856.0,Low
2011-08-25,3,0,8,8,0,4,1,2,0.7,0.6667,0.74,0.2985,23,461,484,11856.0,Low
2011-08-25,3,0,8,9,0,4,1,2,0.72,0.6818,0.7,0.2985,21,141,162,11856.0,Low
2011-08-25,3,0,8,10,0,4,1,2,0.74,0.697,0.66,0.2985,37,105,142,11856.0,Low
2011-08-25,3,0,8,11,0,4,1,3,0.7,0.6667,0.79,0.0,39,112,151,11856.0,Low
2011-08-25,3,0,8,12,0,4,1,3,0.7,0.6667,0.79,0.0,9,32,41,11856.0,Low
2011-08-25,3,0,8,13,0,4,1,1,0.7,0.6667,0.79,0.1045,7,30,37,11856.0,Low
2011-08-25,3,0,8,14,0,4,1,2,0.72,0.697,0.74,0.0,27,86,113,11856.0,Low
2011-08-25,3,0,8,15,0,4,1,2,0.74,0.697,0.7,0.0,28,104,132,11856.0,Low
2011-08-25,3,0,8,16,0,4,1,1,0.72,0.7121,0.84,0.0,16,105,121,11856.0,Low
2011-08-25,3,0,8,17,0,4,1,1,0.72,0.7121,0.84,0.0,28,284,312,11856.0,Low
2011-08-25,3,0,8,18,0,4,1,2,0.72,0.7121,0.84,0.1343,31,377,408,11856.0,Low
2011-08-25,3,0,8,19,0,4,1,2,0.66,0.6061,0.78,0.3284,31,241,272,11856.0,Low
2011-08-25,3,0,8,20,0,4,1,1,0.64,0.5909,0.78,0.3582,33,192,225,11856.0,Low
2011-08-25,3,0,8,21,0,4,1,1,0.64,0.5909,0.78,0.2836,29,158,187,11856.0,Low
2011-08-25,3,0,8,22,0,4,1,1,0.62,0.5758,0.83,0.0,21,126,147,11856.0,Low
2011-08-25,3,0,8,23,0,4,1,1,0.62,0.5758,0.83,0.0896,15,69,84,11856.0,Low
2011-08-26,3,0,8,0,0,5,1,1,0.62,0.5758,0.83,0.1343,9,42,51,11832.0,Low
2011-08-26,3,0,8,1,0,5,1,1,0.62,0.5758,0.83,0.0,10,13,23,11832.0,Low
2011-08-26,3,0,8,2,0,5,1,1,0.62,0.5606,0.88,0.1343,4,16,20,11832.0,Low
2011-08-26,3,0,8,3,0,5,1,1,0.6,0.5455,0.88,0.1045,3,8,11,11832.0,Low
2011-08-26,3,0,8,4,0,5,1,1,0.62,0.5606,0.88,0.0,2,6,8,11832.0,Low
2011-08-26,3,0,8,5,0,5,1,2,0.62,0.5606,0.88,0.0,3,23,26,11832.0,Low
2011-08-26,3,0,8,6,0,5,1,1,0.62,0.5606,0.88,0.0,5,100,105,11832.0,Low
2011-08-26,3,0,8,7,0,5,1,1,0.64,0.5758,0.83,0.0,3,263,266,11832.0,Low
2011-08-26,3,0,8,8,0,5,1,1,0.66,0.6061,0.83,0.1045,17,387,404,11832.0,Low
2011-08-26,3,0,8,9,0,5,1,1,0.7,0.6667,0.74,0.0,39,191,230,11832.0,Low
2011-08-26,3,0,8,10,0,5,1,1,0.74,0.697,0.66,0.0896,34,89,123,11832.0,Low
2011-08-26,3,0,8,11,0,5,1,2,0.76,0.7121,0.62,0.0,63,151,214,11832.0,Low
2011-08-26,3,0,8,12,0,5,1,2,0.76,0.7273,0.66,0.1045,70,173,243,11832.0,Low
2011-08-26,3,0,8,13,0,5,1,2,0.78,0.7424,0.59,0.1045,72,165,237,11832.0,Low
2011-08-26,3,0,8,14,0,5,1,1,0.8,0.7727,0.59,0.0,55,164,219,11832.0,Low
2011-08-26,3,0,8,15,0,5,1,2,0.8,0.7727,0.59,0.194,53,196,249,11832.0,Low
2011-08-26,3,0,8,16,0,5,1,1,0.78,0.7424,0.62,0.1045,50,293,343,11832.0,Low
2011-08-26,3,0,8,17,0,5,1,1,0.74,0.7121,0.74,0.2537,56,433,489,11832.0,Low
2011-08-26,3,0,8,18,0,5,1,2,0.74,0.7121,0.74,0.1343,40,370,410,11832.0,Low
2011-08-26,3,0,8,19,0,5,1,1,0.72,0.697,0.79,0.1045,55,235,290,11832.0,Low
2011-08-26,3,0,8,20,0,5,1,1,0.72,0.697,0.79,0.0896,39,183,222,11832.0,Low
2011-08-26,3,0,8,21,0,5,1,1,0.72,0.697,0.79,0.1642,38,152,190,11832.0,Low
2011-08-26,3,0,8,22,0,5,1,1,0.72,0.697,0.79,0.1045,26,126,152,11832.0,Low
2011-08-26,3,0,8,23,0,5,1,1,0.7,0.6667,0.84,0.0896,22,114,136,11832.0,Low
2011-08-27,3,0,8,0,0,6,0,1,0.7,0.6667,0.84,0.1045,33,112,145,11808.0,Low
2011-08-27,3,0,8,1,0,6,0,1,0.7,0.6667,0.84,0.1642,13,51,64,11808.0,Low
2011-08-27,3,0,8,2,0,6,0,1,0.7,0.6667,0.84,0.194,18,59,77,11808.0,Low
2011-08-27,3,0,8,3,0,6,0,2,0.7,0.6667,0.84,0.2239,8,22,30,11808.0,Low
2011-08-27,3,0,8,4,0,6,0,2,0.7,0.6667,0.84,0.2239,1,3,4,11808.0,Low
2011-08-27,3,0,8,5,0,6,0,2,0.7,0.6667,0.84,0.2985,1,11,12,11808.0,Low
2011-08-27,3,0,8,6,0,6,0,2,0.7,0.6667,0.84,0.2985,3,15,18,11808.0,Low
2011-08-27,3,0,8,7,0,6,0,2,0.7,0.6667,0.84,0.3582,2,26,28,11808.0,Low
2011-08-27,3,0,8,8,0,6,0,2,0.7,0.6667,0.84,0.2537,14,62,76,11808.0,Low
2011-08-27,3,0,8,9,0,6,0,2,0.7,0.6667,0.84,0.4179,28,128,156,11808.0,Low
2011-08-27,3,0,8,10,0,6,0,2,0.7,0.6667,0.79,0.4627,51,154,205,11808.0,Low
2011-08-27,3,0,8,11,0,6,0,3,0.66,0.5909,0.89,0.4179,15,73,88,11808.0,Low
2011-08-27,3,0,8,12,0,6,0,3,0.66,0.6061,0.83,0.4925,11,65,76,11808.0,Low
2011-08-27,3,0,8,13,0,6,0,3,0.66,0.6061,0.83,0.3881,10,33,43,11808.0,Low
2011-08-27,3,0,8,14,0,6,0,3,0.64,0.5758,0.89,0.5522,4,19,23,11808.0,Low
2011-08-27,3,0,8,15,0,6,0,3,0.64,0.5758,0.89,0.5522,2,28,30,11808.0,Low
2011-08-27,3,0,8,16,0,6,0,3,0.64,0.5758,0.89,0.5224,10,14,24,11808.0,Low
2011-08-27,3,0,8,17,0,6,0,3,0.64,0.5758,0.89,0.8358,2,14,16,11808.0,Low
2011-08-28,3,0,8,7,0,0,0,3,0.62,0.5758,0.83,0.3582,0,1,1,11784.0,Low
2011-08-28,3,0,8,8,0,0,0,3,0.62,0.5758,0.83,0.4179,2,6,8,11784.0,Low
2011-08-28,3,0,8,9,0,0,0,1,0.66,0.6212,0.74,0.4179,7,46,53,11784.0,Low
2011-08-28,3,0,8,10,0,0,0,1,0.7,0.6515,0.61,0.6119,27,115,142,11784.0,Low
2011-08-28,3,0,8,11,0,0,0,1,0.7,0.6515,0.58,0.3881,59,178,237,11784.0,Low
2011-08-28,3,0,8,12,0,0,0,1,0.74,0.6667,0.51,0.3881,88,218,306,11784.0,Low
2011-08-28,3,0,8,13,0,0,0,1,0.76,0.6818,0.45,0.3582,129,302,431,11784.0,Low
2011-08-28,3,0,8,14,0,0,0,1,0.78,0.697,0.43,0.4179,157,290,447,11784.0,Low
2011-08-28,3,0,8,15,0,0,0,1,0.78,0.697,0.43,0.3582,155,314,469,11784.0,Low
2011-08-28,3,0,8,16,0,0,0,1,0.8,0.7121,0.36,0.3881,196,295,491,11784.0,Low
2011-08-28,3,0,8,17,0,0,0,1,0.76,0.6818,0.4,0.2985,145,253,398,11784.0,Low
2011-08-28,3,0,8,18,0,0,0,1,0.74,0.6667,0.42,0.2239,145,257,402,11784.0,Low
2011-08-28,3,0,8,19,0,0,0,1,0.72,0.6667,0.48,0.1045,140,247,387,11784.0,Low
2011-08-28,3,0,8,20,0,0,0,1,0.72,0.6515,0.45,0.1045,64,150,214,11784.0,Low
2011-08-28,3,0,8,21,0,0,0,1,0.66,0.6212,0.61,0.1343,60,126,186,11784.0,Low
2011-08-28,3,0,8,22,0,0,0,1,0.64,0.6061,0.69,0.1045,25,73,98,11784.0,Low
2011-08-28,3,0,8,23,0,0,0,1,0.62,0.5909,0.73,0.1045,16,48,64,11784.0,Low
2011-08-29,3,0,8,0,0,1,1,1,0.62,0.5909,0.73,0.1045,13,21,34,11760.0,Low
2011-08-29,3,0,8,1,0,1,1,1,0.6,0.5909,0.69,0.1045,5,15,20,11760.0,Low
2011-08-29,3,0,8,2,0,1,1,1,0.6,0.5909,0.69,0.194,8,5,13,11760.0,Low
2011-08-29,3,0,8,3,0,1,1,1,0.6,0.5909,0.69,0.1045,1,5,6,11760.0,Low
2011-08-29,3,0,8,4,0,1,1,1,0.56,0.5303,0.68,0.1343,0,3,3,11760.0,Low
2011-08-29,3,0,8,5,0,1,1,1,0.56,0.5303,0.73,0.1343,0,17,17,11760.0,Low
2011-08-29,3,0,8,6,0,1,1,1,0.56,0.5303,0.73,0.1343,3,99,102,11760.0,Low
2011-08-29,3,0,8,7,0,1,1,1,0.6,0.6061,0.6,0.2239,11,273,284,11760.0,Low
2011-08-29,3,0,8,8,0,1,1,1,0.62,0.6212,0.57,0.2537,20,384,404,11760.0,Low
2011-08-29,3,0,8,9,0,1,1,1,0.62,0.6212,0.53,0.2537,22,166,188,11760.0,Low
2011-08-29,3,0,8,10,0,1,1,1,0.66,0.6212,0.47,0.2239,42,73,115,11760.0,Low
2011-08-29,3,0,8,11,0,1,1,1,0.66,0.6212,0.47,0.1642,38,100,138,11760.0,Low
2011-08-29,3,0,8,12,0,1,1,2,0.68,0.6364,0.44,0.1642,48,159,207,11760.0,Low
2011-08-29,3,0,8,13,0,1,1,2,0.7,0.6364,0.39,0.0,48,170,218,11760.0,Low
2011-08-29,3,0,8,14,0,1,1,1,0.7,0.6364,0.42,0.0,55,127,182,11760.0,Low
2011-08-29,3,0,8,15,0,1,1,1,0.7,0.6364,0.42,0.1642,56,164,220,11760.0,Low
2011-08-29,3,0,8,16,0,1,1,1,0.72,0.6515,0.42,0.1642,56,226,282,11760.0,Low
2011-08-29,3,0,8,17,0,1,1,2,0.7,0.6364,0.47,0.2239,67,524,591,11760.0,Medium
2011-08-29,3,0,8,18,0,1,1,1,0.66,0.6212,0.47,0.2537,60,487,547,11760.0,Medium
2011-08-29,3,0,8,19,0,1,1,1,0.66,0.6212,0.47,0.2537,50,317,367,11760.0,Low
2011-08-29,3,0,8,20,0,1,1,1,0.64,0.6212,0.53,0.1642,50,227,277,11760.0,Low
2011-08-29,3,0,8,21,0,1,1,1,0.64,0.6212,0.53,0.194,34,168,202,11760.0,Low
2011-08-29,3,0,8,22,0,1,1,1,0.62,0.6212,0.57,0.1343,23,119,142,11760.0,Low
2011-08-29,3,0,8,23,0,1,1,1,0.6,0.6061,0.6,0.0896,19,56,75,11760.0,Low
2011-08-30,3,0,8,0,0,2,1,1,0.56,0.5303,0.73,0.1343,10,17,27,11736.0,Low
2011-08-30,3,0,8,1,0,2,1,1,0.56,0.5303,0.68,0.1045,6,7,13,11736.0,Low
2011-08-30,3,0,8,2,0,2,1,1,0.54,0.5152,0.73,0.1045,2,8,10,11736.0,Low
2011-08-30,3,0,8,3,0,2,1,1,0.54,0.5152,0.73,0.194,2,2,4,11736.0,Low
2011-08-30,3,0,8,4,0,2,1,1,0.52,0.5,0.77,0.1642,0,6,6,11736.0,Low
2011-08-30,3,0,8,5,0,2,1,1,0.52,0.5,0.77,0.0896,1,27,28,11736.0,Low
2011-08-30,3,0,8,6,0,2,1,1,0.54,0.5152,0.73,0.1045,4,115,119,11736.0,Low
2011-08-30,3,0,8,7,0,2,1,1,0.56,0.5303,0.68,0.1343,19,338,357,11736.0,Low
2011-08-30,3,0,8,8,0,2,1,1,0.62,0.6212,0.57,0.1343,34,459,493,11736.0,Low
2011-08-30,3,0,8,9,0,2,1,1,0.66,0.6212,0.5,0.2239,38,180,218,11736.0,Low
2011-08-30,3,0,8,10,0,2,1,1,0.7,0.6364,0.39,0.2239,28,109,137,11736.0,Low
2011-08-30,3,0,8,11,0,2,1,1,0.72,0.6515,0.37,0.194,60,115,175,11736.0,Low
2011-08-30,3,0,8,12,0,2,1,1,0.72,0.6515,0.37,0.0,65,172,237,11736.0,Low
2011-08-30,3,0,8,13,0,2,1,1,0.74,0.6515,0.35,0.1045,59,170,229,11736.0,Low
2011-08-30,3,0,8,14,0,2,1,1,0.74,0.6515,0.33,0.1642,58,151,209,11736.0,Low
2011-08-30,3,0,8,15,0,2,1,1,0.74,0.6515,0.35,0.2239,34,162,196,11736.0,Low
2011-08-30,3,0,8,16,0,2,1,1,0.74,0.6515,0.37,0.1642,42,295,337,11736.0,Low
2011-08-30,3,0,8,17,0,2,1,1,0.72,0.6515,0.42,0.194,62,549,611,11736.0,Medium
2011-08-30,3,0,8,18,0,2,1,1,0.7,0.6364,0.45,0.1642,60,516,576,11736.0,Medium
2011-08-30,3,0,8,19,0,2,1,1,0.66,0.6212,0.5,0.0896,68,397,465,11736.0,Low
2011-08-30,3,0,8,20,0,2,1,1,0.66,0.6212,0.5,0.0,39,259,298,11736.0,Low
2011-08-30,3,0,8,21,0,2,1,1,0.64,0.6061,0.65,0.0896,43,180,223,11736.0,Low
2011-08-30,3,0,8,22,0,2,1,1,0.62,0.6061,0.61,0.0,22,121,143,11736.0,Low
2011-08-30,3,0,8,23,0,2,1,1,0.62,0.6061,0.61,0.0,19,74,93,11736.0,Low
2011-08-31,3,0,8,0,0,3,1,1,0.6,0.5909,0.69,0.0,8,24,32,11712.0,Low
2011-08-31,3,0,8,1,0,3,1,1,0.6,0.5909,0.69,0.0,2,13,15,11712.0,Low
2011-08-31,3,0,8,2,0,3,1,1,0.56,0.5303,0.73,0.0,1,5,6,11712.0,Low
2011-08-31,3,0,8,3,0,3,1,1,0.56,0.5303,0.78,0.0,2,4,6,11712.0,Low
2011-08-31,3,0,8,4,0,3,1,1,0.56,0.5303,0.73,0.0,0,5,5,11712.0,Low
2011-08-31,3,0,8,5,0,3,1,1,0.54,0.5152,0.83,0.0896,2,25,27,11712.0,Low
2011-08-31,3,0,8,6,0,3,1,1,0.54,0.5152,0.77,0.0,4,107,111,11712.0,Low
2011-08-31,3,0,8,7,0,3,1,1,0.6,0.5758,0.78,0.0,12,316,328,11712.0,Low
2011-08-31,3,0,8,8,0,3,1,1,0.62,0.6061,0.69,0.0,27,440,467,11712.0,Low
2011-08-31,3,0,8,9,0,3,1,1,0.64,0.6061,0.69,0.0896,27,217,244,11712.0,Low
2011-08-31,3,0,8,10,0,3,1,1,0.7,0.6364,0.45,0.1045,33,105,138,11712.0,Low
2011-08-31,3,0,8,11,0,3,1,1,0.72,0.6515,0.42,0.1343,28,143,171,11712.0,Low
2011-08-31,3,0,8,12,0,3,1,1,0.74,0.6667,0.43,0.1343,68,192,260,11712.0,Low
2011-08-31,3,0,8,13,0,3,1,1,0.74,0.6515,0.37,0.1045,39,182,221,11712.0,Low
2011-08-31,3,0,8,14,0,3,1,1,0.74,0.6515,0.4,0.1343,48,148,196,11712.0,Low
2011-08-31,3,0,8,15,0,3,1,1,0.74,0.6515,0.4,0.1343,34,138,172,11712.0,Low
2011-08-31,3,0,8,16,0,3,1,1,0.74,0.6667,0.42,0.1343,46,263,309,11712.0,Low
2011-08-31,3,0,8,17,0,3,1,1,0.72,0.6515,0.45,0.1343,83,525,608,11712.0,Medium
2011-08-31,3,0,8,18,0,3,1,1,0.7,0.6515,0.51,0.2239,70,495,565,11712.0,Medium
2011-08-31,3,0,8,19,0,3,1,1,0.84,0.7727,0.47,0.2537,53,393,446,11712.0,Low
2011-08-31,3,0,8,20,0,3,1,1,0.66,0.6212,0.57,0.1343,30,259,289,11712.0,Low
2011-08-31,3,0,8,21,0,3,1,1,0.66,0.6212,0.61,0.0896,27,174,201,11712.0,Low
2011-08-31,3,0,8,22,0,3,1,1,0.64,0.6061,0.69,0.0,20,137,157,11712.0,Low
2011-08-31,3,0,8,23,0,3,1,1,0.6,0.5758,0.78,0.1045,24,60,84,11712.0,Low
2011-09-01,3,0,9,0,0,4,1,1,0.6,0.5758,0.78,0.1045,18,33,51,11688.0,Low
2011-09-01,3,0,9,1,0,4,1,1,0.6,0.5909,0.73,0.0896,7,14,21,11688.0,Low
2011-09-01,3,0,9,2,0,4,1,1,0.58,0.5455,0.78,0.0896,14,11,25,11688.0,Low
2011-09-01,3,0,9,3,0,4,1,1,0.58,0.5455,0.78,0.0896,7,7,14,11688.0,Low
2011-09-01,3,0,9,4,0,4,1,1,0.56,0.5303,0.83,0.0896,0,7,7,11688.0,Low
2011-09-01,3,0,9,5,0,4,1,1,0.56,0.5303,0.73,0.0896,1,22,23,11688.0,Low
2011-09-01,3,0,9,6,0,4,1,1,0.6,0.5758,0.78,0.0,2,103,105,11688.0,Low
2011-09-01,3,0,9,7,0,4,1,1,0.6,0.5758,0.78,0.0,7,335,342,11688.0,Low
2011-09-01,3,0,9,8,0,4,1,1,0.62,0.5909,0.73,0.1343,31,467,498,11688.0,Low
2011-09-01,3,0,9,9,0,4,1,1,0.64,0.6061,0.69,0.1045,29,178,207,11688.0,Low
2011-09-01,3,0,9,10,0,4,1,1,0.68,0.6364,0.61,0.1343,46,92,138,11688.0,Low
2011-09-01,3,0,9,11,0,4,1,1,0.72,0.6667,0.51,0.1343,51,141,192,11688.0,Low
2011-09-01,3,0,9,12,0,4,1,2,0.72,0.6667,0.51,0.1343,64,165,229,11688.0,Low
2011-09-01,3,0,9,13,0,4,1,2,0.72,0.6667,0.48,0.0896,50,169,219,11688.0,Low
2011-09-01,3,0,9,14,0,4,1,3,0.72,0.6667,0.54,0.2537,54,144,198,11688.0,Low
2011-09-01,3,0,9,15,0,4,1,1,0.72,0.6667,0.51,0.1343,39,135,174,11688.0,Low
2011-09-01,3,0,9,16,0,4,1,1,0.74,0.6667,0.51,0.194,55,253,308,11688.0,Low
2011-09-01,3,0,9,17,0,4,1,1,0.72,0.6667,0.54,0.2537,61,567,628,11688.0,Medium
2011-09-01,3,0,9,18,0,4,1,1,0.72,0.6667,0.54,0.2239,69,462,531,11688.0,Medium
2011-09-01,3,0,9,19,0,4,1,1,0.7,0.6515,0.58,0.1642,79,364,443,11688.0,Low
2011-09-01,3,0,9,20,0,4,1,1,0.66,0.6212,0.61,0.2239,33,247,280,11688.0,Low
2011-09-01,3,0,9,21,0,4,1,2,0.66,0.6212,0.57,0.194,17,160,177,11688.0,Low
2011-09-01,3,0,9,22,0,4,1,2,0.66,0.6212,0.57,0.2239,34,145,179,11688.0,Low
2011-09-01,3,0,9,23,0,4,1,1,0.64,0.6061,0.65,0.2537,15,111,126,11688.0,Low
2011-09-02,3,0,9,0,0,5,1,1,0.64,0.6061,0.65,0.194,6,58,64,11664.0,Low
